Locality,BHK,Area_sqft,Furnishing,Floor_Number,Total_Building_Floors,Age_Years,Balconies,Bathrooms,Parking,Lift,Availability,Tenant_Type,Security_Deposit,Rent_INR
Amanora,2 BHK,656,Semi-Furnished,2,4,5,0,2,1,Yes,After 1 Month,Family,68296,34148
Amanora,1 BHK,354,Fully Furnished,0,4,18,1,1,1,Yes,Not Sure,Bachelor,39652,19826
Amanora,1 BHK,305,Semi-Furnished,5,10,14,1,1,0,Yes,Immediate,Family,19938,9969
Amanora,1 BHK,447,Semi-Furnished,9,10,6,0,1,1,Yes,Immediate,Family,39140,19570
Amanora,2 BHK,878,Unfurnished,1,15,22,0,1,1,No,Immediate,Family,55480,27740
Amanora,1 BHK,462,Unfurnished,5,5,0,0,1,1,Yes,After 1 Month,Family,23144,11572
Amanora,1 BHK,459,Semi-Furnished,2,5,8,1,1,1,Yes,Immediate,Family,27994,13997
Amanora,2 BHK,794,Semi-Furnished,15,15,10,1,2,1,Yes,Immediate,Family,76160,38080
Amanora,1 BHK,303,Unfurnished,4,6,14,0,1,0,Yes,Immediate,Family,13962,6981
Amanora,1 BHK,399,Semi-Furnished,5,5,9,0,1,1,Yes,Immediate,Family,33534,11178
Amanora,1 BHK,289,Unfurnished,2,3,2,0,1,1,No,Not Sure,Family,11492,11492
Amanora,1 BHK,468,Semi-Furnished,0,8,7,0,1,1,Yes,Immediate,Both,49059,16353
Amanora,3 BHK,1037,Semi-Furnished,5,8,10,1,2,2,Yes,Not Sure,Family,87996,43998
Amanora,1 BHK,456,Fully Furnished,3,12,15,0,1,1,No,Immediate,Family,49898,24949
Amanora,2 BHK,890,Unfurnished,7,10,11,1,2,1,Yes,After 2 Months,Bachelor,56078,28039
Amanora,2 BHK,571,Semi-Furnished,0,15,3,0,2,2,Yes,Immediate,Bachelor,26092,26092
Amanora,3 BHK,1529,Semi-Furnished,12,15,9,2,3,1,Yes,Immediate,Both,155388,77694
Amanora,1 BHK,445,Unfurnished,10,10,4,0,1,0,Yes,Not Sure,Family,55914,18638
Amanora,3 BHK,1651,Fully Furnished,0,8,23,1,2,1,Yes,After 1 Month,Both,410013,136671
Amanora,3 BHK,1064,Fully Furnished,2,3,13,1,2,1,No,Not Sure,Family,145272,72636
Amanora,1 BHK,481,Semi-Furnished,10,12,4,0,1,1,Yes,Immediate,Family,56070,18690
Amanora,2 BHK,771,Unfurnished,3,6,23,1,2,1,Yes,Immediate,Family,61618,30809
Amanora,1 BHK,419,Fully Furnished,7,10,1,0,1,0,Yes,Not Sure,Bachelor,43724,21862
Amanora,1 BHK,406,Semi-Furnished,6,6,4,1,1,1,Yes,Not Sure,Family,27950,13975
Amanora,2 BHK,902,Fully Furnished,3,5,6,0,1,1,No,Immediate,Family,110100,55050
Amanora,3 BHK,1153,Semi-Furnished,2,5,2,2,3,1,Yes,After 1 Month,Family,247860,82620
Amanora,2 BHK,906,Unfurnished,2,5,24,2,2,1,Yes,Immediate,Both,53324,26662
Amanora,1 BHK,420,Semi-Furnished,6,10,16,1,1,0,No,Immediate,Family,25510,12755
Amanora,1 BHK,481,Unfurnished,2,8,29,0,1,2,Yes,Not Sure,Family,43454,21727
Amanora,1 BHK,370,Semi-Furnished,3,8,23,0,1,0,Yes,Immediate,Family,27820,13910
Amanora,1 BHK,496,Semi-Furnished,3,4,18,0,1,1,Yes,Not Sure,Family,16417,16417
Amanora,2 BHK,702,Semi-Furnished,2,10,0,1,2,1,Yes,Immediate,Family,40020,40020
Amanora,2 BHK,874,Semi-Furnished,1,6,14,1,2,1,Yes,Immediate,Family,60802,30401
Amanora,2 BHK,729,Semi-Furnished,6,8,26,1,2,1,Yes,Immediate,Family,19004,19004
Amanora,2 BHK,896,Semi-Furnished,0,6,9,1,1,1,Yes,After 1 Month,Bachelor,90222,45111
Amanora,3 BHK,1055,Semi-Furnished,10,15,24,2,3,2,Yes,Not Sure,Bachelor,77428,77428
Amanora,3 BHK,1142,Semi-Furnished,3,3,3,2,2,1,No,Immediate,Family,136984,68492
Ambegaon BK,2 BHK,697,Semi-Furnished,0,3,20,1,2,0,No,Not Sure,Family,57184,28592
Ambegaon BK,2 BHK,856,Fully Furnished,1,3,8,1,2,1,No,Not Sure,Bachelor,71634,35817
Ambegaon BK,2 BHK,753,Semi-Furnished,3,3,7,1,2,1,No,After 1 Month,Both,59670,29835
Ambegaon BK,2 BHK,876,Unfurnished,1,3,25,1,2,0,No,Not Sure,Bachelor,41837,41837
Ambegaon BK,1 BHK,447,Semi-Furnished,4,8,16,0,1,0,Yes,After 2 Months,Bachelor,34395,11465
Ambegaon BK,1 BHK,434,Unfurnished,1,3,25,1,1,1,No,Immediate,Family,29980,14990
Ambegaon BK,2 BHK,837,Unfurnished,4,4,21,0,1,2,Yes,Immediate,Family,76928,38464
Ambegaon BK,2 BHK,774,Fully Furnished,3,5,15,0,2,1,Yes,Immediate,Family,96700,48350
Ambegaon BK,2 BHK,868,Semi-Furnished,3,6,15,2,2,1,Yes,Immediate,Family,47744,23872
Ambegaon BK,1 BHK,390,Unfurnished,5,5,9,0,1,1,Yes,Immediate,Family,19336,9668
Ambegaon BK,1 BHK,385,Unfurnished,1,10,10,0,1,1,Yes,After 2 Months,Family,12312,12312
Ambegaon BK,1 BHK,314,Unfurnished,3,5,15,0,1,1,Yes,Not Sure,Family,23546,11773
Ambegaon BK,1 BHK,411,Semi-Furnished,9,10,16,0,1,1,Yes,Not Sure,Family,33068,16534
Ambegaon BK,3 BHK,938,Semi-Furnished,1,5,1,2,2,0,Yes,After 1 Month,Family,67894,33947
Ambegaon BK,1 BHK,325,Semi-Furnished,9,15,2,0,1,1,Yes,After 1 Month,Family,30645,10215
Ambegaon BK,1 BHK,371,Semi-Furnished,0,6,1,1,1,1,Yes,Immediate,Bachelor,28191,9397
Ambegaon BK,1 BHK,541,Semi-Furnished,0,15,10,0,1,1,Yes,After 1 Month,Both,49128,16376
Ambegaon BK,2 BHK,776,Semi-Furnished,14,15,14,0,1,1,Yes,After 1 Month,Bachelor,42001,42001
Ambegaon BK,1 BHK,260,Unfurnished,4,6,1,0,1,1,Yes,Immediate,Family,25076,12538
Ambegaon BK,2 BHK,1027,Fully Furnished,0,6,10,1,2,1,Yes,Immediate,Family,110242,55121
Ambegaon BK,1 BHK,385,Semi-Furnished,0,5,3,0,1,1,Yes,Immediate,Family,34514,17257
Ambegaon BK,2 BHK,625,Semi-Furnished,0,4,2,1,2,1,Yes,Immediate,Family,108519,36173
Ambegaon BK,3 BHK,1267,Semi-Furnished,8,8,1,2,3,0,Yes,Immediate,Family,106500,53250
Ambegaon BK,2 BHK,574,Unfurnished,0,3,6,0,1,0,No,Immediate,Both,51375,17125
Ambegaon BK,2 BHK,977,Semi-Furnished,1,12,10,1,2,1,Yes,Immediate,Bachelor,82770,41385
Ambegaon BK,2 BHK,958,Semi-Furnished,4,15,2,1,2,1,Yes,Immediate,Family,58080,29040
Ambegaon BK,3 BHK,1044,Semi-Furnished,8,12,17,1,2,1,Yes,Immediate,Family,116904,38968
Ambegaon BK,1 BHK,384,Semi-Furnished,3,4,13,0,1,1,Yes,After 2 Months,Family,19608,9804
Ambegaon BK,2 BHK,998,Unfurnished,6,8,9,1,2,1,Yes,Immediate,Bachelor,27667,27667
Ambegaon BK,1 BHK,503,Unfurnished,2,10,15,1,1,1,Yes,Immediate,Bachelor,20611,20611
Ambegaon BK,2 BHK,792,Unfurnished,15,15,13,1,1,1,Yes,Immediate,Family,76730,38365
Ambegaon BK,3 BHK,1340,Semi-Furnished,3,8,3,3,2,1,Yes,Immediate,Bachelor,48833,48833
Ambegaon BK,1 BHK,487,Unfurnished,1,4,6,0,1,1,Yes,Immediate,Family,31780,15890
Ambegaon BK,3 BHK,1182,Semi-Furnished,5,10,21,2,2,1,Yes,Immediate,Family,157029,52343
Ambegaon BK,2 BHK,921,Semi-Furnished,5,6,14,1,2,1,Yes,Immediate,Family,63186,31593
Ambegaon BK,2 BHK,935,Semi-Furnished,0,10,15,1,2,1,Yes,Immediate,Family,75138,37569
Ambegaon BK,1 BHK,426,Semi-Furnished,1,3,11,0,1,1,No,Immediate,Family,60813,20271
Ambegaon BK,1 BHK,276,Fully Furnished,15,15,0,1,1,1,Yes,Immediate,Family,32976,16488
Ambegaon BK,2 BHK,837,Semi-Furnished,10,15,15,1,2,1,Yes,Immediate,Family,60138,30069
Ambegaon BK,2 BHK,860,Fully Furnished,2,3,7,1,2,1,No,Immediate,Family,74806,37403
Ambegaon BK,2 BHK,723,Unfurnished,1,3,24,1,1,2,No,Not Sure,Family,20897,20897
Ambegaon BK,2 BHK,869,Semi-Furnished,1,10,5,1,2,1,No,After 1 Month,Bachelor,25405,25405
Ambegaon BK,1 BHK,321,Semi-Furnished,10,12,0,0,1,1,Yes,Immediate,Family,34544,17272
Ambegaon BK,1 BHK,418,Unfurnished,4,5,2,0,1,1,Yes,Immediate,Family,63978,21326
Ambegaon BK,2 BHK,660,Semi-Furnished,0,10,14,1,2,1,Yes,After 2 Months,Family,39994,19997
Ambegaon BK,1 BHK,407,Fully Furnished,7,10,21,0,1,2,Yes,Immediate,Bachelor,50673,16891
Ambegaon BK,1 BHK,359,Unfurnished,0,5,22,0,1,1,Yes,Immediate,Family,19606,9803
Ambegaon BK,1 BHK,609,Semi-Furnished,3,4,14,1,1,1,Yes,Immediate,Both,53632,26816
Ambegaon BK,2 BHK,786,Fully Furnished,1,5,21,1,2,2,Yes,Immediate,Family,99492,49746
Ambegaon BK,2 BHK,915,Fully Furnished,5,8,23,1,2,1,Yes,After 1 Month,Bachelor,99726,49863
Ambegaon BK,3 BHK,865,Fully Furnished,1,5,30,2,2,1,Yes,Not Sure,Family,59899,59899
Ambegaon BK,2 BHK,918,Unfurnished,0,4,2,1,2,2,Yes,Immediate,Bachelor,61414,30707
Ambegaon BK,1 BHK,399,Fully Furnished,2,4,10,0,1,2,Yes,Immediate,Family,51968,25984
Ambegaon BK,1 BHK,427,Unfurnished,0,8,3,0,1,1,Yes,Not Sure,Family,21270,21270
Ambegaon BK,1 BHK,487,Fully Furnished,3,10,0,1,1,1,Yes,Immediate,Family,37398,18699
Ambegaon BK,1 BHK,364,Semi-Furnished,3,15,11,0,1,1,Yes,After 1 Month,Family,34185,11395
Ambegaon BK,1 BHK,487,Semi-Furnished,1,4,11,1,1,1,Yes,Immediate,Family,20829,20829
Ambegaon BK,2 BHK,891,Semi-Furnished,3,8,16,1,1,1,Yes,After 1 Month,Bachelor,24649,24649
Ambegaon BK,1 BHK,404,Fully Furnished,1,15,16,0,1,1,Yes,Immediate,Family,22594,11297
Ambegaon BK,2 BHK,700,Unfurnished,3,4,27,2,1,1,Yes,Immediate,Family,45532,22766
Ambegaon BK,1 BHK,489,Semi-Furnished,11,15,2,0,1,2,Yes,Not Sure,Both,24172,24172
Ambegaon BK,2 BHK,741,Unfurnished,3,4,7,1,2,2,Yes,After 1 Month,Both,40716,20358
Ambegaon BK,1 BHK,360,Fully Furnished,3,15,10,0,1,1,Yes,After 1 Month,Family,11803,11803
Ambegaon BK,2 BHK,972,Unfurnished,15,15,3,1,2,1,Yes,Immediate,Family,80404,40202
Ambegaon BK,1 BHK,629,Fully Furnished,5,8,5,0,1,0,Yes,Immediate,Both,37622,37622
Ambegaon BK,2 BHK,661,Unfurnished,7,10,8,1,2,2,Yes,After 1 Month,Family,94563,31521
Ambegaon BK,1 BHK,401,Semi-Furnished,14,15,5,0,1,0,Yes,Not Sure,Family,26564,13282
Ambegaon BK,1 BHK,406,Semi-Furnished,4,5,11,1,1,2,Yes,Not Sure,Family,11480,11480
Ambegaon BK,2 BHK,684,Unfurnished,8,10,5,1,1,1,Yes,After 2 Months,Bachelor,83748,41874
Ambegaon BK,2 BHK,794,Unfurnished,9,12,14,1,1,0,Yes,Immediate,Family,74334,24778
Ambegaon BK,2 BHK,876,Unfurnished,12,15,12,1,1,2,Yes,Not Sure,Both,85720,42860
Ambegaon BK,1 BHK,397,Unfurnished,12,12,14,0,1,0,No,Not Sure,Family,22136,11068
Ambegaon BK,2 BHK,860,Semi-Furnished,1,6,8,2,2,1,Yes,Immediate,Family,99040,49520
Ambegaon BK,1 BHK,341,Fully Furnished,3,15,3,0,1,1,Yes,Immediate,Family,36690,18345
Ambegaon BK,2 BHK,916,Unfurnished,5,15,14,1,2,1,Yes,Immediate,Family,78975,26325
Ambegaon BK,1 BHK,514,Unfurnished,5,12,26,0,1,1,Yes,Immediate,Bachelor,41416,20708
Ambegaon BK,2 BHK,762,Semi-Furnished,4,5,5,1,2,1,No,Immediate,Family,75030,37515
Ambegaon BK,2 BHK,842,Semi-Furnished,5,5,10,1,2,1,Yes,Immediate,Family,30851,30851
Ambegaon BK,2 BHK,732,Semi-Furnished,6,15,9,0,1,0,Yes,After 1 Month,Family,39596,39596
Ambegaon BK,3 BHK,1241,Semi-Furnished,6,8,7,2,2,1,Yes,Immediate,Bachelor,145220,72610
Ambegaon BK,3 BHK,886,Fully Furnished,3,3,12,2,2,0,No,Immediate,Both,90582,45291
Ambegaon BK,2 BHK,901,Fully Furnished,2,3,15,1,2,1,No,Not Sure,Family,68408,34204
Ambegaon BK,3 BHK,1061,Fully Furnished,2,3,26,1,2,2,No,Immediate,Family,109376,54688
Ambegaon BK,1 BHK,507,Semi-Furnished,1,3,12,0,1,1,No,Immediate,Family,23908,11954
Ambegaon BK,1 BHK,525,Unfurnished,6,10,17,0,1,1,Yes,Immediate,Bachelor,56394,18798
Ambegaon BK,1 BHK,415,Semi-Furnished,3,5,10,0,1,1,Yes,Immediate,Family,41504,20752
Ambegaon BK,2 BHK,914,Fully Furnished,6,10,11,0,2,1,Yes,Immediate,Family,51560,51560
Ambegaon BK,3 BHK,1165,Unfurnished,0,5,7,3,2,0,Yes,Immediate,Both,129910,64955
Ambegaon BK,1 BHK,489,Unfurnished,13,15,12,0,1,2,No,Immediate,Family,34172,17086
Ambegaon BK,1 BHK,378,Semi-Furnished,7,12,14,0,1,1,Yes,Immediate,Both,27358,13679
Ambegaon BK,2 BHK,980,Fully Furnished,3,5,17,1,2,1,Yes,Immediate,Family,118098,39366
Ambegaon BK,2 BHK,872,Semi-Furnished,3,10,5,2,1,1,Yes,Immediate,Family,110583,36861
Ambegaon BK,2 BHK,1136,Unfurnished,5,6,11,1,2,2,Yes,Not Sure,Family,91486,45743
Ambegaon BK,1 BHK,386,Unfurnished,0,10,4,0,1,1,No,Not Sure,Family,59985,19995
Ambegaon BK,2 BHK,775,Unfurnished,4,4,2,1,2,2,Yes,Not Sure,Family,44048,22024
Ambegaon BK,2 BHK,848,Semi-Furnished,7,8,3,0,2,0,Yes,Immediate,Bachelor,105495,35165
Ambegaon BK,2 BHK,804,Unfurnished,3,6,17,2,2,2,Yes,Immediate,Both,80475,26825
Ambegaon BK,2 BHK,832,Unfurnished,0,8,8,1,2,1,No,After 1 Month,Family,68466,34233
Ambegaon BK,2 BHK,642,Semi-Furnished,15,15,18,1,2,0,Yes,After 1 Month,Family,62836,31418
Ambegaon BK,1 BHK,293,Semi-Furnished,4,8,1,1,1,0,Yes,Immediate,Family,25752,12876
Ambegaon KH,2 BHK,925,Unfurnished,4,8,10,1,2,1,Yes,Immediate,Bachelor,37876,37876
Ambegaon KH,2 BHK,754,Semi-Furnished,2,3,20,0,2,2,No,Not Sure,Both,75584,37792
Ambegaon KH,2 BHK,954,Unfurnished,7,8,2,2,2,1,Yes,Not Sure,Family,67926,33963
Ambegaon KH,2 BHK,886,Fully Furnished,4,8,15,1,2,1,Yes,Not Sure,Both,69334,34667
Ambegaon KH,1 BHK,489,Fully Furnished,0,3,4,0,1,1,No,After 1 Month,Family,21532,21532
Ambegaon KH,2 BHK,728,Fully Furnished,5,5,6,0,2,1,Yes,Immediate,Family,83196,41598
Ambegaon KH,2 BHK,763,Semi-Furnished,3,6,3,2,2,1,Yes,Immediate,Family,34798,34798
Ambegaon KH,2 BHK,1080,Semi-Furnished,1,4,1,1,2,1,Yes,Immediate,Bachelor,34229,34229
Ambegaon KH,2 BHK,849,Fully Furnished,12,12,6,2,2,1,Yes,Immediate,Family,89700,44850
Ambegaon KH,2 BHK,890,Unfurnished,1,5,13,2,2,1,Yes,Immediate,Bachelor,66654,33327
Ambegaon KH,2 BHK,787,Semi-Furnished,1,8,10,1,2,2,Yes,Not Sure,Family,62250,31125
Ambegaon KH,2 BHK,960,Semi-Furnished,7,15,5,1,2,2,Yes,Not Sure,Family,46582,46582
Ambegaon KH,2 BHK,753,Semi-Furnished,4,5,7,1,2,1,Yes,Immediate,Family,41432,41432
Ambegaon KH,1 BHK,431,Fully Furnished,12,15,14,0,1,1,Yes,Immediate,Family,25666,12833
Ambegaon KH,3 BHK,1225,Unfurnished,0,3,3,1,2,0,No,After 1 Month,Family,147128,73564
Ambegaon KH,3 BHK,1311,Unfurnished,9,12,13,2,2,0,No,Immediate,Family,114812,57406
Ambegaon KH,3 BHK,1592,Semi-Furnished,1,8,23,2,2,1,Yes,Not Sure,Family,146466,73233
Ambegaon KH,2 BHK,733,Semi-Furnished,5,6,11,1,1,1,Yes,After 2 Months,Both,39354,19677
Ambegaon KH,2 BHK,1049,Unfurnished,2,5,11,1,1,1,Yes,After 1 Month,Bachelor,107544,53772
Ambegaon KH,2 BHK,720,Fully Furnished,3,3,6,1,2,1,No,Immediate,Bachelor,36889,36889
Ambegaon KH,1 BHK,402,Semi-Furnished,11,15,16,0,1,2,Yes,Immediate,Bachelor,38154,19077
Ambegaon KH,1 BHK,470,Semi-Furnished,0,3,7,1,1,2,No,Not Sure,Family,44904,22452
Ambegaon KH,1 BHK,418,Unfurnished,4,6,21,0,1,0,Yes,Not Sure,Bachelor,22252,11126
Ambegaon KH,2 BHK,668,Semi-Furnished,3,5,24,1,2,1,Yes,Immediate,Bachelor,34832,17416
Ambegaon KH,3 BHK,1126,Unfurnished,0,5,15,1,2,1,Yes,Not Sure,Bachelor,137428,68714
Ambegaon KH,1 BHK,378,Semi-Furnished,3,4,13,0,1,1,No,Immediate,Both,33880,16940
Ambegaon KH,1 BHK,405,Semi-Furnished,4,10,16,1,1,2,Yes,After 1 Month,Bachelor,28726,14363
Ambegaon KH,1 BHK,605,Unfurnished,6,12,19,0,1,1,Yes,Immediate,Family,58830,29415
Ambegaon KH,1 BHK,395,Fully Furnished,2,8,13,1,1,1,Yes,Not Sure,Family,32967,10989
Ambegaon KH,2 BHK,873,Fully Furnished,2,12,11,1,2,1,Yes,Immediate,Both,75466,37733
Ambegaon KH,1 BHK,536,Unfurnished,3,12,4,1,1,1,Yes,Immediate,Family,25058,12529
Ambegaon KH,1 BHK,379,Semi-Furnished,1,8,12,1,1,1,Yes,Immediate,Family,18510,9255
Ambegaon KH,1 BHK,442,Unfurnished,0,15,5,0,1,2,Yes,Immediate,Bachelor,30086,15043
Ambegaon KH,1 BHK,366,Unfurnished,3,3,9,0,1,1,No,After 1 Month,Family,51123,17041
Ambegaon KH,1 BHK,407,Unfurnished,9,12,9,0,1,1,Yes,Immediate,Family,33375,11125
Ambegaon KH,2 BHK,842,Unfurnished,13,15,3,1,2,1,Yes,Immediate,Family,29066,29066
Ambegaon KH,2 BHK,745,Fully Furnished,4,4,16,1,2,2,Yes,After 1 Month,Family,65626,32813
Ambegaon KH,1 BHK,452,Unfurnished,3,15,1,0,1,2,Yes,After 2 Months,Bachelor,31908,15954
Ambegaon KH,3 BHK,1013,Semi-Furnished,6,8,4,1,3,1,Yes,Immediate,Family,164310,54770
Ambegaon KH,3 BHK,1121,Unfurnished,8,10,18,1,2,1,Yes,Immediate,Bachelor,73298,36649
Ambegaon KH,1 BHK,455,Fully Furnished,3,8,20,0,1,1,Yes,After 1 Month,Family,44100,22050
Ambegaon KH,1 BHK,295,Semi-Furnished,2,6,18,0,1,1,Yes,Immediate,Bachelor,9649,9649
Ambegaon KH,3 BHK,1023,Unfurnished,7,10,18,2,2,2,Yes,Immediate,Both,110404,55202
Ambegaon KH,2 BHK,957,Unfurnished,0,5,5,1,2,0,Yes,Immediate,Family,39024,39024
Ambegaon KH,2 BHK,735,Unfurnished,12,15,18,0,2,2,Yes,Immediate,Family,52026,26013
Ambegaon KH,2 BHK,1025,Semi-Furnished,0,15,19,1,1,1,Yes,After 1 Month,Family,104188,52094
Ambegaon KH,1 BHK,464,Unfurnished,3,3,4,1,1,0,No,After 1 Month,Family,31524,10508
Ambegaon KH,1 BHK,425,Fully Furnished,4,15,19,0,1,0,Yes,Immediate,Family,52452,17484
Ambegaon KH,1 BHK,452,Semi-Furnished,3,5,7,1,1,1,Yes,Not Sure,Family,41736,13912
Ambegaon KH,2 BHK,931,Fully Furnished,1,3,11,2,1,1,No,Immediate,Bachelor,118090,59045
Ambegaon KH,2 BHK,613,Semi-Furnished,5,5,11,1,2,1,Yes,Immediate,Family,54222,18074
Ambegaon KH,1 BHK,262,Unfurnished,5,15,13,0,1,1,Yes,Immediate,Family,23174,11587
Ambegaon KH,1 BHK,290,Fully Furnished,3,4,4,0,1,1,Yes,Immediate,Bachelor,17484,8742
Ambegaon KH,2 BHK,767,Semi-Furnished,3,6,18,1,1,0,Yes,Immediate,Family,60240,30120
Ambegaon KH,2 BHK,870,Unfurnished,5,12,18,1,2,1,Yes,Not Sure,Family,47162,23581
Ambegaon KH,2 BHK,846,Unfurnished,3,10,8,1,1,0,Yes,Immediate,Bachelor,59184,29592
Ambegaon KH,2 BHK,1010,Semi-Furnished,2,4,14,1,2,2,Yes,Not Sure,Family,67682,33841
Ambegaon KH,1 BHK,327,Unfurnished,3,5,7,1,1,1,Yes,Immediate,Family,24418,12209
Ambegaon KH,2 BHK,950,Semi-Furnished,12,12,20,0,2,1,Yes,Not Sure,Family,86904,43452
Ambegaon KH,3 BHK,1093,Semi-Furnished,1,3,18,2,2,2,No,Immediate,Family,55944,55944
Ambegaon KH,3 BHK,1090,Unfurnished,6,8,11,2,2,1,Yes,Not Sure,Family,114032,57016
Ambegaon KH,2 BHK,904,Semi-Furnished,1,5,9,1,2,1,Yes,After 1 Month,Family,94246,47123
Ambegaon KH,1 BHK,351,Semi-Furnished,1,6,13,0,1,1,Yes,Not Sure,Family,33934,16967
Ambegaon KH,1 BHK,434,Semi-Furnished,2,15,13,0,1,1,Yes,Immediate,Family,49845,16615
Ambegaon KH,2 BHK,803,Semi-Furnished,1,3,16,1,2,1,No,After 1 Month,Both,81711,27237
Ambegaon KH,1 BHK,435,Fully Furnished,4,4,14,1,1,1,Yes,Not Sure,Bachelor,25228,12614
Ambegaon KH,2 BHK,928,Unfurnished,3,6,0,1,2,0,Yes,Immediate,Family,74364,37182
Ambegaon KH,2 BHK,646,Semi-Furnished,0,6,15,2,2,1,Yes,After 1 Month,Both,34542,34542
Ambegaon KH,2 BHK,715,Fully Furnished,15,15,1,0,1,0,Yes,After 1 Month,Bachelor,91904,45952
Ambegaon KH,2 BHK,897,Semi-Furnished,4,10,11,0,2,1,Yes,Immediate,Both,93044,46522
Ambegaon KH,1 BHK,393,Unfurnished,1,15,3,1,1,1,Yes,Immediate,Family,30360,15180
Ambegaon KH,1 BHK,374,Unfurnished,0,5,6,1,1,2,Yes,Immediate,Family,44406,14802
Ambegaon KH,1 BHK,526,Fully Furnished,10,15,3,0,1,2,Yes,After 2 Months,Family,47884,23942
Ambegaon KH,2 BHK,956,Fully Furnished,6,6,1,1,2,2,Yes,Immediate,Both,68150,68150
Ambegaon KH,1 BHK,364,Semi-Furnished,3,12,11,0,1,1,Yes,After 1 Month,Family,18740,9370
Ambegaon KH,1 BHK,491,Semi-Furnished,1,15,11,1,1,1,Yes,After 2 Months,Family,42490,21245
Ambegaon KH,1 BHK,334,Fully Furnished,5,15,7,0,1,2,Yes,After 2 Months,Family,28292,14146
Ambegaon KH,1 BHK,335,Unfurnished,4,10,11,0,1,2,Yes,After 1 Month,Both,28464,14232
Ambegaon KH,1 BHK,561,Unfurnished,2,3,10,0,1,1,No,Not Sure,Family,25184,25184
Ambegaon KH,1 BHK,507,Fully Furnished,13,15,19,0,1,1,Yes,Not Sure,Bachelor,35854,17927
Ambegaon KH,1 BHK,423,Fully Furnished,5,5,3,1,1,1,No,Not Sure,Bachelor,50756,25378
Ambegaon KH,3 BHK,1212,Unfurnished,0,6,10,2,2,1,Yes,Not Sure,Bachelor,129218,64609
Ambegaon KH,2 BHK,742,Fully Furnished,4,6,19,0,2,1,Yes,Immediate,Family,96780,48390
Ambegaon KH,2 BHK,904,Semi-Furnished,11,12,9,1,2,1,Yes,After 2 Months,Both,49842,49842
Ambegaon KH,1 BHK,470,Semi-Furnished,4,6,1,0,1,1,No,Immediate,Bachelor,28322,14161
Ambegaon KH,3 BHK,994,Fully Furnished,0,12,24,1,2,1,Yes,After 2 Months,Both,170370,56790
Ambegaon KH,2 BHK,742,Unfurnished,3,3,6,1,2,0,No,After 1 Month,Family,54612,27306
Ambegaon KH,2 BHK,807,Semi-Furnished,3,4,18,1,2,2,Yes,Immediate,Family,52678,26339
Ambegaon KH,1 BHK,527,Unfurnished,3,12,17,0,1,1,Yes,Not Sure,Both,45963,15321
Ambegaon KH,1 BHK,415,Unfurnished,0,4,7,1,1,1,Yes,Immediate,Family,53433,17811
Ambegaon KH,1 BHK,388,Unfurnished,3,3,1,1,1,1,No,Immediate,Family,15327,15327
Ambegaon KH,2 BHK,769,Semi-Furnished,2,12,3,1,2,1,Yes,After 2 Months,Family,83319,27773
Ambegaon KH,1 BHK,439,Semi-Furnished,0,3,4,0,1,1,No,Immediate,Family,17215,17215
Ambegaon KH,1 BHK,418,Unfurnished,2,3,7,0,1,1,No,Immediate,Family,10709,10709
Ambegaon KH,1 BHK,428,Semi-Furnished,6,6,13,0,1,0,Yes,Immediate,Family,58410,19470
Ambegaon KH,2 BHK,879,Semi-Furnished,2,3,20,1,2,2,No,After 1 Month,Family,28121,28121
Ambegaon KH,3 BHK,778,Semi-Furnished,7,10,8,3,3,1,Yes,Immediate,Family,96006,32002
Ambegaon KH,1 BHK,305,Semi-Furnished,4,4,2,0,1,1,Yes,Not Sure,Family,31846,15923
Ambegaon KH,1 BHK,404,Fully Furnished,4,6,20,0,1,0,Yes,Not Sure,Bachelor,35692,17846
Ambegaon KH,2 BHK,1002,Fully Furnished,6,6,6,1,2,1,Yes,Immediate,Both,97460,48730
Ambernath Nagar,1 BHK,375,Semi-Furnished,8,8,9,0,1,1,Yes,Immediate,Family,27468,13734
Ambernath Nagar,1 BHK,532,Semi-Furnished,7,10,17,0,1,1,Yes,Immediate,Bachelor,25717,25717
Ambernath Nagar,2 BHK,817,Semi-Furnished,7,8,19,1,2,1,Yes,After 1 Month,Family,37733,37733
Ambernath Nagar,2 BHK,942,Fully Furnished,1,4,8,1,2,1,Yes,Immediate,Family,94232,47116
Ambernath Nagar,2 BHK,789,Semi-Furnished,2,5,3,2,2,1,No,Immediate,Bachelor,83553,27851
Ambernath Nagar,1 BHK,508,Semi-Furnished,1,4,10,0,1,0,Yes,After 1 Month,Family,55110,18370
Ambernath Nagar,3 BHK,914,Unfurnished,2,3,20,2,2,2,No,Not Sure,Bachelor,72182,36091
Ambernath Nagar,1 BHK,398,Unfurnished,3,5,1,0,1,1,Yes,Not Sure,Family,18664,9332
Ambernath Nagar,1 BHK,437,Unfurnished,3,8,9,1,1,0,Yes,Immediate,Family,58887,19629
Ambernath Nagar,3 BHK,1113,Semi-Furnished,6,10,9,2,2,1,Yes,Immediate,Family,67749,67749
Ambernath Nagar,2 BHK,775,Unfurnished,14,15,24,0,2,1,Yes,Immediate,Bachelor,60908,30454
Ambernath Nagar,2 BHK,1066,Fully Furnished,2,8,22,0,2,1,Yes,Immediate,Bachelor,99258,49629
Ambernath Nagar,1 BHK,441,Semi-Furnished,0,8,11,0,1,0,Yes,Immediate,Family,46398,23199
